time,open,high,low,close,Volume
2023-12-12T17:15:00Z,16259.8586,16263.982,16259.0242,16261.2753,6810108
2023-12-12T17:20:00Z,16261.112,16268.4688,16260.6097,16267.6107,6681910
2023-12-12T17:25:00Z,16267.4868,16269.0242,16259.211,16267.1026,6997485
2023-12-12T17:30:00Z,16267.0388,16280.548,16267.0388,16278.1473,5644833
2023-12-12T17:35:00Z,16277.5133,16278.5032,16272.8015,16275.0882,6424573
2023-12-12T17:40:00Z,16274.98,16278.0659,16274.0766,16274.9518,5196214
2023-12-12T17:45:00Z,16274.912,16278.3792,16263.7819,16263.8147,5710923
2023-12-12T17:50:00Z,16263.6545,16268.6252,16263.5906,16267.8593,6405637
2023-12-12T17:55:00Z,16268.0327,16275.2726,16267.6276,16274.8146,6463092
2023-12-12T18:00:00Z,16274.7432,16290.9728,16270.1464,16290.1741,13549574
2023-12-12T18:05:00Z,16290.1311,16291.1654,16279.7698,16286.8269,6258757
2023-12-12T18:10:00Z,16286.7473,16289.5888,16280.6631,16284.1153,6540069
2023-12-12T18:15:00Z,16284.1413,16290.0074,16283.9691,16284.3685,5778607
2023-12-12T18:20:00Z,16284.0565,16284.1716,16275.8476,16277.8047,5862392
2023-12-12T18:25:00Z,16277.7963,16282.5391,16275.8833,16281.7014,5383231
2023-12-12T18:30:00Z,16281.7872,16287.695,16277.9465,16282.7854,6266012
2023-12-12T18:35:00Z,16282.9417,16287.4992,16282.8497,16287.345,5715551
2023-12-12T18:40:00Z,16287.3815,16291.325,16286.8976,16289.6171,6074913
2023-12-12T18:45:00Z,16289.6152,16302.3037,16289.6152,16302.2117,7116803
2023-12-12T18:50:00Z,16301.9106,16308.379,16301.5352,16305.465,6840920
2023-12-12T18:55:00Z,16305.4148,16308.182,16300.4464,16305.7977,5528184
2023-12-12T19:00:00Z,16305.8055,16306.752,16301.2998,16303.9802,5428238
2023-12-12T19:05:00Z,16303.7303,16307.9373,16301.1983,16307.282,5921971
2023-12-12T19:10:00Z,16307.2205,16307.2205,16301.7662,16303.7656,6069415
2023-12-12T19:15:00Z,16303.8307,16307.0252,16301.8632,16305.2784,7467341
2023-12-12T19:20:00Z,16305.3337,16311.7425,16305.3337,16311.0672,6129665
2023-12-12T19:25:00Z,16311.338,16311.8817,16306.4991,16308.5662,6047935
2023-12-12T19:30:00Z,16308.5405,16312.2609,16306.7367,16311.3697,6522003
2023-12-12T19:35:00Z,16311.3231,16314.8624,16310.6854,16311.9682,6083883
2023-12-12T19:40:00Z,16312.1004,16316.2425,16311.7853,16314.3094,7157914
2023-12-12T19:45:00Z,16314.3065,16319.7172,16313.3387,16317.8759,6179575
2023-12-12T19:50:00Z,16317.886,16323.5285,16317.8433,16321.4701,7309219
2023-12-12T19:55:00Z,16321.5072,16325.9733,16320.9144,16324.093,6615910
2023-12-12T20:00:00Z,16324.1557,16329.0401,16319.9989,16328.4404,7939808
2023-12-12T20:05:00Z,16328.479,16336.8343,16328.1161,16335.3801,7715504
2023-12-12T20:10:00Z,16335.3075,16337.0198,16328.7207,16335.692,7938451
2023-12-12T20:15:00Z,16335.7288,16339.7728,16332.9034,16333.4056,8273791
2023-12-12T20:20:00Z,16333.1171,16341.4895,16333.0445,16338.6078,9105594
2023-12-12T20:25:00Z,16338.9015,16341.9733,16336.1302,16339.403,8781678
2023-12-12T20:30:00Z,16339.3991,16341.6933,16334.9158,16335.2837,9355269
2023-12-12T20:35:00Z,16335.2568,16335.4932,16330.656,16333.1167,9687040
2023-12-12T20:40:00Z,16333.0074,16336.0563,16329.7565,16335.4688,9808329
2023-12-12T20:45:00Z,16335.0685,16340.9171,16334.1903,16339.4803,12334529
2023-12-12T20:50:00Z,16334.0492,16343.1724,16331.2417,16333.106,24058982
2023-12-12T20:55:00Z,16340.706,16353.872,16340.706,16353.872,99965444
2023-12-12T21:00:00Z,16353.5568,16354.2475,16353.5568,16354.2475,82755766
2023-12-13T14:30:00Z,16392.1785,16424.6285,16389.7965,16424.6285,44048498
2023-12-13T14:35:00Z,16424.0566,16437.7784,16420.7239,16420.9192,19334428
2023-12-13T14:40:00Z,16421.2627,16430.2703,16407.0476,16407.3106,16114704
2023-12-13T14:45:00Z,16407.6555,16409.3587,16388.0508,16396.0586,14087739
2023-12-13T14:50:00Z,16395.9894,16398.2593,16387.8768,16391.8459,12452760
2023-12-13T14:55:00Z,16391.0914,16395.2977,16380.9649,16393.2801,12512471
2023-12-13T15:00:00Z,16392.8094,16398.4876,16383.303,16396.4327,13347120
2023-12-13T15:05:00Z,16396.4281,16404.6698,16391.717,16400.0351,12724939
2023-12-13T15:10:00Z,16399.98,16412.173,16399.98,16403.4119,10972573
2023-12-13T15:15:00Z,16403.5553,16416.0376,16402.2569,16415.8548,11110286
2023-12-13T15:20:00Z,16415.5442,16417.7205,16407.7017,16413.9772,9962781
2023-12-13T15:25:00Z,16413.7727,16413.7727,16400.5895,16405.9756,10484583
2023-12-13T15:30:00Z,16405.5684,16414.8695,16398.3298,16402.5907,9105408
2023-12-13T15:35:00Z,16402.5004,16419.2225,16402.1709,16416.3207,7941884
2023-12-13T15:40:00Z,16416.1195,16419.209,16412.3232,16418.6358,9870686
2023-12-13T15:45:00Z,16418.3081,16424.4879,16414.956,16419.2903,8528162
2023-12-13T15:50:00Z,16419.2499,16419.3401,16404.6622,16404.7566,9290005
2023-12-13T15:55:00Z,16404.809,16412.0851,16400.0823,16407.45,8564610
2023-12-13T16:00:00Z,16407.6179,16419.0312,16407.6179,16410.7776,7540771
2023-12-13T16:05:00Z,16410.7286,16410.838,16398.7743,16400.8577,9847123
2023-12-13T16:10:00Z,16401.0679,16402.4797,16392.4695,16397.5085,10441161
2023-12-13T16:15:00Z,16397.6025,16403.6198,16395.1252,16395.2107,9228715
2023-12-13T16:20:00Z,16395.1579,16400.4518,16384.0953,16384.6881,9548293
2023-12-13T16:25:00Z,16384.8051,16390.5319,16381.3822,16388.0254,9329818
2023-12-13T16:30:00Z,16388.2486,16398.2996,16385.3772,16387.1069,7858436
2023-12-13T16:35:00Z,16387.2791,16390.6025,16382.76,16384.7584,6461370
2023-12-13T16:40:00Z,16384.6287,16394.4045,16383.9252,16392.2565,7325723
2023-12-13T16:45:00Z,16392.066,16393.6935,16386.6594,16388.808,6434737
2023-12-13T16:50:00Z,16388.8403,16390.724,16379.0711,16388.2433,7052035
2023-12-13T16:55:00Z,16388.2006,16388.2379,16379.2183,16380.237,5479474
2023-12-13T17:00:00Z,16380.538,16384.5214,16373.3998,16376.801,8197739
2023-12-13T17:05:00Z,16376.6382,16380.6473,16371.5159,16379.3637,6080705
2023-12-13T17:10:00Z,16379.5069,16386.3583,16379.1497,16384.7134,5471139
2023-12-13T17:15:00Z,16384.8545,16386.4969,16381.2934,16385.2939,5449690
2023-12-13T17:20:00Z,16385.7372,16389.3549,16382.8658,16385.4448,5225839
2023-12-13T17:25:00Z,16385.438,16390.6776,16382.7112,16385.2975,6748819
2023-12-13T17:30:00Z,16385.2828,16385.2828,16376.4749,16378.0827,5676409
2023-12-13T17:35:00Z,16377.8773,16380.5079,16370.7824,16380.1119,5297303
2023-12-13T17:40:00Z,16380.135,16380.135,16370.538,16374.2596,5707759
2023-12-13T17:45:00Z,16374.2626,16376.7224,16372.3633,16376.567,4315764
2023-12-13T17:50:00Z,16376.6046,16380.2448,16374.512,16374.7406,5244213
2023-12-13T17:55:00Z,16374.6831,16375.9672,16370.5097,16374.7952,6512030
2023-12-13T18:00:00Z,16374.7196,16374.7196,16367.114,16367.114,5605023
2023-12-13T18:05:00Z,16366.8624,16368.4719,16360.0646,16362.8266,5005647
2023-12-13T18:10:00Z,16362.7324,16367.0008,16358.9884,16364.7192,4579705
2023-12-13T18:15:00Z,16364.7322,16365.9977,16357.403,16358.0167,4960721
2023-12-13T18:20:00Z,16358.3316,16363.7695,16357.2104,16363.3655,4919627
2023-12-13T18:25:00Z,16363.2434,16367.7048,16360.1571,16361.2677,5743409
2023-12-13T18:30:00Z,16361.194,16365.8523,16360.6671,16363.9367,5363854
2023-12-13T18:35:00Z,16364.4376,16367.0255,16362.4407,16366.5216,5298923
2023-12-13T18:40:00Z,16366.57,16371.85,16366.2499,16369.7912,5529880
2023-12-13T18:45:00Z,16369.841,16374.956,16369.841,16372.4299,6441915
2023-12-13T18:50:00Z,16372.4142,16379.5008,16370.8249,16378.612,5167521
2023-12-13T18:55:00Z,16378.507,16382.4987,16370.9609,16371.0205,5421730
2023-12-13T19:00:00Z,16371.2872,16446.5393,16371.2872,16446.2027,21024218
2023-12-13T19:05:00Z,16446.9165,16466.1332,16444.195,16465.9659,13011123
2023-12-13T19:10:00Z,16466.3165,16472.4688,16448.9825,16457.9182,12297112
2023-12-13T19:15:00Z,16457.5904,16475.6718,16457.5904,16475.6718,10102157
2023-12-13T19:20:00Z,16475.9767,16493.8043,16473.214,16486.4014,11948207
2023-12-13T19:25:00Z,16486.1035,16486.256,16471.6259,16476.6006,9598879
2023-12-13T19:30:00Z,16476.1427,16496.9266,16454.6328,16496.6518,12401107
2023-12-13T19:35:00Z,16498.1407,16522.8833,16496.4845,16522.8833,11656905
2023-12-13T19:40:00Z,16522.7557,16547.8846,16521.6957,16539.534,17345352
2023-12-13T19:45:00Z,16539.3517,16546.7018,16532.062,16539.6769,17162612
2023-12-13T19:50:00Z,16538.8811,16550.7043,16531.4177,16550.6527,13380382
2023-12-13T19:55:00Z,16550.1314,16566.3295,16545.432,16548.7851,16260024
2023-12-13T20:00:00Z,16549.4009,16580.0646,16543.5495,16579.1902,16218253
2023-12-13T20:05:00Z,16579.4043,16581.0403,16559.5798,16565.1872,17937588
2023-12-13T20:10:00Z,16565.4535,16565.7884,16534.7214,16534.7214,16572088
2023-12-13T20:15:00Z,16532.1939,16536.3551,16522.2045,16522.2045,15804774
2023-12-13T20:20:00Z,16523.0372,16524.8544,16477.546,16477.546,16656070
2023-12-13T20:25:00Z,16477.3835,16500.0529,16466.2876,16497.742,16093530
2023-12-13T20:30:00Z,16497.898,16508.6149,16488.9561,16508.1508,14561564
2023-12-13T20:35:00Z,16508.1608,16534.4489,16507.8802,16534.4489,15431085
2023-12-13T20:40:00Z,16535.5052,16536.8062,16528.5867,16533.3665,15810827
2023-12-13T20:45:00Z,16533.1679,16533.6465,16526.394,16530.8122,18014034
2023-12-13T20:50:00Z,16534.1537,16536.4424,16507.6905,16531.2791,27667229
2023-12-13T20:55:00Z,16531.7759,16561.198,16527.5197,16561.198,105877261
2023-12-13T21:00:00Z,16561.5716,16562.3699,16561.5716,16562.3699,118350224
2023-12-14T14:30:00Z,16603.5398,16643.3965,16603.5398,16632.6667,70787068
2023-12-14T14:35:00Z,16633.3217,16633.3217,16609.1864,16617.5379,29443622
2023-12-14T14:40:00Z,16618.0626,16644.4867,16616.6711,16639.277,28769728
2023-12-14T14:45:00Z,16639.247,16655.9866,16634.6147,16638.3667,25595233
2023-12-14T14:50:00Z,16637.241,16643.0895,16618.5791,16639.0578,23968117
2023-12-14T14:55:00Z,16639.2063,16660.7093,16626.3491,16633.0655,20626034
2023-12-14T15:00:00Z,16635.7241,16636.2533,16602.0996,16603.0797,23983744
2023-12-14T15:05:00Z,16602.2735,16612.7095,16591.266,16609.5536,21585820
2023-12-14T15:10:00Z,16609.6541,16626.0023,16606.987,16610.4747,22506658
2023-12-14T15:15:00Z,16609.8157,16611.2598,16575.4888,16590.4412,19938816
2023-12-14T15:20:00Z,16591.3413,16594.2808,16576.2591,16591.6809,16905902
2023-12-14T15:25:00Z,16592.0165,16603.284,16575.6444,16578.7013,17918760
2023-12-14T15:30:00Z,16579.9041,16593.4534,16572.9771,16591.435,16840237
2023-12-14T15:35:00Z,16591.8333,16597.1104,16554.73,16556.6224,17991526
2023-12-14T15:40:00Z,16557.122,16578.8135,16557.122,16564.2046,14822044
2023-12-14T15:45:00Z,16566.2435,16576.0226,16555.5575,16570.7605,14975446
2023-12-14T15:50:00Z,16569.907,16598.1092,16567.4612,16597.4496,13398391
2023-12-14T15:55:00Z,16597.3273,16605.0931,16582.5385,16598.7008,13535882
2023-12-14T16:00:00Z,16598.8303,16602.3963,16567.3764,16567.4919,14559329
2023-12-14T16:05:00Z,16567.5642,16580.0515,16559.4977,16563.7042,13130725
2023-12-14T16:10:00Z,16563.2578,16583.6704,16540.1261,16540.2092,14546304
2023-12-14T16:15:00Z,16540.5364,16559.0971,16537.6744,16558.2687,12890326
2023-12-14T16:20:00Z,16557.7208,16558.1811,16541.0791,16546.9532,11419534
2023-12-14T16:25:00Z,16546.9052,16555.7282,16540.327,16554.5931,13283516
2023-12-14T16:30:00Z,16555.2934,16565.2307,16552.4521,16554.3843,12774946
2023-12-14T16:35:00Z,16554.608,16555.6266,16535.9723,16543.9554,10549054
2023-12-14T16:40:00Z,16543.6696,16562.3495,16543.5057,16562.3495,10949090
2023-12-14T16:45:00Z,16562.4068,16576.0695,16558.3918,16569.8,13591361
2023-12-14T16:50:00Z,16569.7761,16573.5621,16565.075,16573.2446,10977547
2023-12-14T16:55:00Z,16573.6907,16578.2853,16565.5178,16569.0333,11327953
2023-12-14T17:00:00Z,16568.848,16579.0384,16567.6118,16578.2724,10629578
2023-12-14T17:05:00Z,16578.0839,16584.3866,16572.455,16581.0482,10208064
2023-12-14T17:10:00Z,16581.1284,16589.208,16576.9796,16589.1133,9592580
2023-12-14T17:15:00Z,16589.1435,16591.3132,16575.1303,16579.6307,11185614
2023-12-14T17:20:00Z,16579.6718,16592.0507,16578.8642,16581.2653,9242686
2023-12-14T17:25:00Z,16581.7621,16598.4307,16581.7621,16598.3987,8677452
2023-12-14T17:30:00Z,16598.0857,16603.0968,16592.4075,16601.275,9827294
2023-12-14T17:35:00Z,16601.4543,16602.5539,16589.8035,16589.822,10137432
2023-12-14T17:40:00Z,16589.7693,16600.5379,16589.7693,16597.4327,11691554
2023-12-14T17:45:00Z,16597.4901,16605.448,16596.5178,16598.0761,12707842
2023-12-14T17:50:00Z,16598.0431,16598.3782,16565.363,16565.5501,14300155
2023-12-14T17:55:00Z,16565.4743,16566.9399,16525.6014,16525.6014,13438578
2023-12-14T18:00:00Z,16525.7989,16525.7989,16489.2489,16503.0544,16469105
2023-12-14T18:05:00Z,16503.3205,16507.2214,16495.4818,16501.0957,10584276
2023-12-14T18:10:00Z,16501.7067,16507.2371,16489.2728,16493.9659,10952639
2023-12-14T18:15:00Z,16493.8312,16495.8619,16484.1017,16484.1017,10809757
2023-12-14T18:20:00Z,16483.6472,16492.92,16480.3466,16481.0734,11991890
2023-12-14T18:25:00Z,16482.55,16482.55,16473.6121,16473.8392,12551404
2023-12-14T18:30:00Z,16473.7898,16489.7991,16473.09,16489.7991,9797451
2023-12-14T18:35:00Z,16489.7724,16489.9487,16482.5863,16482.6447,8075537
2023-12-14T18:40:00Z,16482.8617,16489.6977,16481.5967,16483.3221,8479454
2023-12-14T18:45:00Z,16483.2654,16484.3906,16462.6765,16462.8456,9011890
2023-12-14T18:50:00Z,16462.6031,16462.6031,16419.2612,16428.661,14856306
2023-12-14T18:55:00Z,16429.4035,16456.1313,16429.4035,16455.9146,10638970
2023-12-14T19:00:00Z,16456.1012,16473.7546,16455.7003,16470.1225,10482483
2023-12-14T19:05:00Z,16469.6163,16479.4926,16467.491,16468.3622,9366128
2023-12-14T19:10:00Z,16468.2799,16485.019,16463.7263,16481.1438,9149165
2023-12-14T19:15:00Z,16481.1225,16497.1656,16480.9249,16497.1656,9353325
2023-12-14T19:20:00Z,16497.7512,16506.3502,16497.7512,16506.3502,10100150
2023-12-14T19:25:00Z,16506.3349,16510.2772,16500.0747,16510.2772,10725456
2023-12-14T19:30:00Z,16510.3493,16512.5263,16500.4157,16510.8476,9871149
2023-12-14T19:35:00Z,16510.935,16518.3409,16505.4362,16509.0316,9254633
2023-12-14T19:40:00Z,16509.0436,16514.0887,16505.1165,16512.3428,7902886
2023-12-14T19:45:00Z,16511.6808,16524.0545,16510.9917,16523.4845,9051578
2023-12-14T19:50:00Z,16523.4924,16526.2967,16515.7913,16515.7913,9440826
2023-12-14T19:55:00Z,16515.8889,16524.9114,16514.8416,16523.1156,10098464
2023-12-14T20:00:00Z,16523.098,16529.3599,16518.0743,16518.0743,11294265
2023-12-14T20:05:00Z,16517.2574,16526.4936,16515.7607,16519.8501,11481936
2023-12-14T20:10:00Z,16519.8926,16527.2632,16518.3004,16519.4101,11176635
2023-12-14T20:15:00Z,16519.4284,16529.6269,16514.943,16529.3173,10560373
2023-12-14T20:20:00Z,16529.9218,16531.0727,16522.9499,16530.8652,10944493
2023-12-14T20:25:00Z,16530.9014,16531.9466,16518.5162,16518.5162,12186331
2023-12-14T20:30:00Z,16518.9482,16525.7814,16517.9596,16521.0654,12598790
2023-12-14T20:35:00Z,16521.3299,16531.9489,16517.3263,16517.8815,12392252
2023-12-14T20:40:00Z,16517.8463,16527.7069,16515.6636,16520.4127,15434348
2023-12-14T20:45:00Z,16520.4083,16536.0563,16517.982,16519.1533,19267735
2023-12-14T20:50:00Z,16518.3146,16539.0542,16518.3146,16523.0471,29743280
2023-12-14T20:55:00Z,16521.7386,16541.7517,16519.9044,16541.7517,180166880
2023-12-14T21:00:00Z,16539.6941,16539.6941,16537.8255,16537.8255,70427680
2023-12-15T14:30:00Z,16586.9973,16604.6234,16570.9717,16586.8241,186054408
2023-12-15T14:35:00Z,16584.3737,16614.0622,16578.2815,16608.6005,20923283
2023-12-15T14:40:00Z,16609.2113,16628.7874,16597.5351,16621.4409,18210842
2023-12-15T14:45:00Z,16624.6088,16628.8232,16590.9704,16593.0481,17129388
2023-12-15T14:50:00Z,16592.929,16620.0584,16591.5132,16612.8209,14750443
2023-12-15T14:55:00Z,16613.283,16616.2563,16601.8388,16605.3698,13333287
2023-12-15T15:00:00Z,16611.0313,16619.0133,16603.3013,16614.8899,12955324
2023-12-15T15:05:00Z,16614.6834,16629.7417,16614.6834,16625.3343,12435241
2023-12-15T15:10:00Z,16625.3351,16628.2563,16599.6879,16624.3531,12637209
2023-12-15T15:15:00Z,16624.6246,16641.2059,16619.3181,16633.9483,12551650
2023-12-15T15:20:00Z,16633.789,16641.3881,16624.5544,16628.9156,11000374
2023-12-15T15:25:00Z,16629.1351,16652.0372,16628.7452,16651.9816,10483584
